ids,plain_text,No,sentences,anncomplete_1,entities_1,relations_1,1_Relevant_1,Action1-PentaClass_1,Action1_CAMEO_1,Action2-PentaClass_1,Action2_CAMEO_1,Action3-PentaClass_1,Action3_CAMEO_1,anncomplete_2,entities_2,relations_2,1_Relevant_2,Action1-PentaClass_2,Action1_CAMEO_2,Action2-PentaClass_2,Action2_CAMEO_2,Action3-PentaClass_2,Action3_CAMEO_2,anncomplete_3,entities_3,relations_3,1_Relevant_3,Action1-PentaClass_3,Action1_CAMEO_3,Action2-PentaClass_3,Action2_CAMEO_3,Action3-PentaClass_3,Action3_CAMEO_3,anncomplete_4,entities_4,relations_4,1_Relevant_4,Action1-PentaClass_4,Action1_CAMEO_4,Action2-PentaClass_4,Action2_CAMEO_4,anncomplete_5,entities_5,relations_5,1_Relevant_5,Action1-PentaClass_5,Action1_CAMEO_5,Action2-PentaClass_5,Action2_CAMEO_5,Action3-PentaClass_5,Action3_CAMEO_5,Action4-PentaClass_5,Action4_CAMEO_5
aJK_74is41On.5imXGAQlF2Z.xoK-cameo_100.csv_22,No. 67 sentences Four men were indicted by a federal grand jury in Brooklyn Friday for an alleged plot to blow up New York's John F. Kennedy International Airport.,No. 67 ,Four men were indicted by a federal grand jury in Brooklyn Friday for an alleged plot to blow up New York's John F. Kennedy International Airport.,True,[],[],True,,,,,,,True,"[('Source-2', 'men', 5), ('Source-1', 'men', 5), ('Action-1', 'indicted', 14), ('Source-1', 'indicted', 14), ('Source-1', 'federal grand jury', 28), ('Action-2', 'alleged plot to blow up', 73), ('Target-2', 'John F. Kennedy International Airport', 108)]","[[('Source-1', 'men'), ('Action-1', 'indicted')], [('Action-1', 'indicted'), ('Source-1', 'federal grand jury')], [('Action-2', 'alleged plot to blow up'), ('Target-2', 'John F. Kennedy International Airport')], [('Source-1', 'men'), ('Action-2', 'alleged plot to blow up')]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-18 Assualt,,,True,"[('Target-1', 'men', 5), ('Action-1', 'indicted', 14), ('Source-1', 'federal grand jury', 28), ('Location', 'Brooklyn', 50), ('Time', 'Friday', 59), ('Action-1', ""alleged plot to blow up New York's John F. Kennedy International Airport"", 73)]","[[('Source-1', 'federal grand jury'), ('Action-1', 'indicted')], [('Source-1', 'federal grand jury'), ('Action-1', ""alleged plot to blow up New York's John F. Kennedy International Airport"")], [('Action-1', 'indicted'), ('Target-1', 'men')], [('Action-1', ""alleged plot to blow up New York's John F. Kennedy International Airport""), ('Target-1', 'men')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,False,[],[],,,,,,True,"[('Target-1', 'men', 5), ('Source-2', 'men', 5), ('Action-1', 'were indicted', 9), ('Source-1', 'federal grand jury', 28), ('Location', 'Brooklyn', 50), ('Time', 'Friday', 59), ('Action-2', 'blow up', 89), ('Target-2', ""New York's John F. Kennedy International Airport"", 97)]","[[('Source-1', 'federal grand jury'), ('Action-1', 'were indicted')], [('Action-1', 'were indicted'), ('Target-1', 'men')], [('Source-2', 'men'), ('Action-2', 'blow up')], [('Action-2', 'blow up'), ('Target-2', ""New York's John F. Kennedy International Airport"")]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-18 Assualt,,,,
aFTh8u0IAhIfaoBwgMSfBHrGgic0-cameo_100.csv_23,No. 1 sentences U.S. Associate Justice Ruth Bader Ginsburg was hospitalized Thursday evening after she became ill following treatment for an iron deficiency.,No. 1 ,U.S. Associate Justice Ruth Bader Ginsburg was hospitalized Thursday evening after she became ill following treatment for an iron deficiency.,True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
aqMgOr50HcVkWQTrD3qajkb.UymS-cameo_100.csv_27,"No. 53 sentences U.S. President Donald Trump delivers remarks to U.S. troops in an unannounced visit to Bagram Air Base, Afghanistan, November 28, 2019.",No. 53 ,"U.S. President Donald Trump delivers remarks to U.S. troops in an unannounced visit to Bagram Air Base, Afghanistan, November 28, 2019.",True,[],[],True,,,,,,,True,"[('Source-1', 'U.S. President Donald Trump', 0), ('Action-1', 'delivers remarks', 28), ('Target-1', 'U.S. troops', 48), ('Action-1', 'unannounced visit', 66), ('Location', 'Bagram Air Base, Afghanistan', 87), ('Time', 'November 28, 2019', 117)]","[[('Source-1', 'U.S. President Donald Trump'), ('Action-1', 'delivers remarks')], [('Action-1', 'delivers remarks'), ('Target-1', 'U.S. troops')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'U.S. President Donald Trump', 0), ('Action-1', 'delivers remarks', 28), ('Target-1', 'U.S. troops', 48), ('Action-1', 'unannounced visit', 66), ('Location', 'Bagram Air Base, Afghanistan', 87), ('Time', 'November 28, 2019', 117)]","[[('Source-1', 'U.S. President Donald Trump'), ('Action-1', 'delivers remarks')], [('Source-1', 'U.S. President Donald Trump'), ('Action-1', 'unannounced visit')], [('Action-1', 'delivers remarks'), ('Target-1', 'U.S. troops')], [('Action-1', 'unannounced visit'), ('Target-1', 'U.S. troops')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],,,,,,True,"[('Source-1', 'U.S. President Donald Trump', 0), ('Action-1', 'delivers remarks', 28), ('Target-1', 'U.S. troops', 48), ('Location', 'Bagram Air Base, Afghanistan', 87), ('Time', 'November 28, 2019', 117)]","[[('Source-1', 'U.S. President Donald Trump'), ('Action-1', 'delivers remarks')], [('Action-1', 'delivers remarks'), ('Target-1', 'U.S. troops')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
aAtaRfb4UYLmfqo7PfzchprB4pfC-cameo_100.csv_25,No. 49 sentences Philippine province says to keep open-pit mining ban Mining & Metals - Specialty Erik dela Cruz,No. 49 ,Philippine province says to keep open-pit mining ban Mining & Metals - Specialty Erik dela Cruz,True,[],[],True,,,,,,,True,[],[],False,,,,,,,True,"[('Source-1', 'Philippine province', 0), ('Action-1', 'says to keep', 20), ('Target-1', 'open-pit mining ban Mining & Metals', 33)]","[[('Source-1', 'Philippine province'), ('Action-1', 'says to keep')], [('Action-1', 'says to keep'), ('Target-1', 'open-pit mining ban Mining & Metals')]]",True,1-Verbal Cooperation,0-2 Appeal,,,,,False,[],[],,,,,,True,"[('Source-1', 'Philippine province', 0), ('Action-1', 'says', 20)]","[[('Source-1', 'Philippine province'), ('Action-1', 'says')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
aMEqNUGpLKKrysLtXufU8sf04QAC-cameo_100.csv_24,"No. 59 sentences For The First Time In 6 Weeks, Millions Of Children In Spain Can Play Outside Again",No. 59 ,"For The First Time In 6 Weeks, Millions Of Children In Spain Can Play Outside Again",True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
a6RYM4HXQ_oVRHF2JHzZgX2LSpOC-cameo_100.csv_16,"No. 27 sentences President Trump offered on day 29 of a partial government shutdown what he described as a proposal to end the impasse, but it was one that House Speaker Nancy Pelosi had already rejected before his announcement.",No. 27 ,"President Trump offered on day 29 of a partial government shutdown what he described as a proposal to end the impasse, but it was one that House Speaker Nancy Pelosi had already rejected before his announcement.",True,[],[],True,,,,,,,True,"[('Source-1', 'President Trump', 0), ('Action-1', 'offered', 16), ('Time', 'day 29', 27), ('Target-1', 'partial government shutdown', 39), ('Action-1', 'proposal to end', 90), ('Target-1', 'impasse', 110), ('Source-2', 'House Speaker', 139), ('Action-2', 'rejected', 178), ('Source-1', 'his', 194), ('Action-1', 'announcement', 198)]","[[('Source-1', 'President Trump'), ('Action-1', 'offered')], [('Action-1', 'offered'), ('Target-1', 'partial government shutdown')], [('Source-2', 'House Speaker'), ('Action-2', 'rejected')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,3-Verbal Conflict,3-12 Reject,,,True,"[('Source-1', 'President Trump', 0), ('Time', 'day 29 of a partial government shutdown', 27), ('Target-1', 'partial government shutdown', 39), ('Action-1', 'proposal to end', 90), ('Target-1', 'impasse', 110), ('Source-2', 'House Speaker Nancy Pelosi', 139), ('Action-2', 'rejected', 178)]","[[('Source-1', 'President Trump'), ('Action-1', 'proposal to end')], [('Action-1', 'proposal to end'), ('Target-1', 'impasse')], [('Action-1', 'proposal to end'), ('Target-1', 'partial government shutdown')], [('Source-2', 'House Speaker Nancy Pelosi'), ('Action-2', 'rejected')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,3-Verbal Conflict,3-12 Reject,,,False,[],[],,,,,,True,"[('Source-1', 'President Trump', 0), ('Target-2', 'President Trump', 0), ('Action-1', 'offered', 16), ('Target-1', 'House Speaker Nancy Pelosi', 139), ('Source-2', 'House Speaker Nancy Pelosi', 139), ('Action-2', 'had already rejected', 166)]","[[('Source-1', 'President Trump'), ('Action-1', 'offered')], [('Source-2', 'House Speaker Nancy Pelosi'), ('Action-2', 'had already rejected')], [('Action-2', 'had already rejected'), ('Source-1', 'President Trump')], [('Action-1', 'offered'), ('Source-2', 'House Speaker Nancy Pelosi')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,3-Verbal Conflict,3-12 Reject,,,,
afwsTSrEOazU2rU9Fz4LtFnKY_sa-cameo_100.csv_18,No. 51 sentences Guwahati: Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta has said BJP has not informed the AGP regarding the chief ministerial candidate of the four-party alliance.,No. 51 ,Guwahati: Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta has said BJP has not informed the AGP regarding the chief ministerial candidate of the four-party alliance.,True,[],[],True,,,,,,,True,[],[],False,,,,,,,True,"[('Location', 'Guwahati', 0), ('Source-1', 'Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta', 10), ('Action-1', 'said', 91)]","[[('Source-1', 'Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta'), ('Action-1', 'said')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],,,,,,True,"[('Source-1', 'Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta', 10), ('Action-1', 'said', 91), ('Source-2', 'BJP', 96), ('Action-2', 'has not informed', 100), ('Target-2', 'AGP', 121)]","[[('Source-1', 'Former Assam chief minister and AGP founder president Prafulla Kumar Mahanta'), ('Action-1', 'said')], [('Source-2', 'BJP'), ('Action-2', 'has not informed')], [('Action-2', 'has not informed'), ('Target-2', 'AGP')]]",True,0-Make a Statement,0-1 Make Public Statement,3-Verbal Conflict,3-16 Reduce Relations,,,,
aIH2LspdeOY9SyS_Vqldcy6ZhTbC-cameo_100.csv_17,No. 2 sentences WASHINGTON--A tremendous number of personnel records--including some quite personal records--have likely been stolen by computer hackers.,No. 2 ,WASHINGTON--A tremendous number of personnel records--including some quite personal records--have likely been stolen by computer hackers.,True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
aC1aEw0SBDlmxwH7e_8_Ol8Km7Qu-cameo_100.csv_20,"No. 84 sentences The long-range missile was thought to be a Taepodong 2 and failed about 35 seconds after launch, US state department officials said on Wednesday.",No. 84 ,"The long-range missile was thought to be a Taepodong 2 and failed about 35 seconds after launch, US state department officials said on Wednesday.",True,[],[],True,,,,,,,True,"[('Target-1', 'long-range missile', 4), ('Target-1', 'Taepodong 2', 43), ('Action-1', 'failed', 59), ('Source-2', 'US state department officials', 97), ('Action-2', 'said', 127), ('Time', 'Wednesday', 135)]","[[('Target-1', 'long-range missile'), ('Action-1', 'failed')], [('Target-1', 'Taepodong 2'), ('Action-1', 'failed')]]",True,4-Material Conflict,4-19 Fight,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Source-1', 'US state department officials', 97), ('Action-1', 'said', 127), ('Time', 'Wednesday', 135)]","[[('Source-1', 'US state department officials'), ('Action-1', 'said')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],,,,,,True,"[('Source-1', 'US state department officials', 97), ('Action-1', 'said', 127), ('Time', 'Wednesday', 135)]","[[('Source-1', 'US state department officials'), ('Action-1', 'said')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
aIFDlE0RzC9r1LhhjtUSMFJRISW4-cameo_100.csv_15,No. 80 sentences Japan and France signed a pact on defense equipment transfers Friday at a meeting of their foreign and defense chiefs in Tokyo to strengthen bilateral ties in security.,No. 80 ,Japan and France signed a pact on defense equipment transfers Friday at a meeting of their foreign and defense chiefs in Tokyo to strengthen bilateral ties in security.,True,[],[],True,,,,,,,True,"[('Source-1', 'Japan', 0), ('Target-1', 'France', 10), ('Action-1', 'signed a pact on defense equipment transfers', 17), ('Time', 'Friday', 62), ('Location', 'Tokyo', 121)]","[[('Source-1', 'Japan'), ('Action-1', 'signed a pact on defense equipment transfers')], [('Target-1', 'France'), ('Action-1', 'signed a pact on defense equipment transfers')]]",True,1-Verbal Cooperation,1-5 Engage in Dip Coop,,,,,True,"[('Source-1', 'Japan', 0), ('Target-1', 'France', 10), ('Action-1', 'signed a pact on defense equipment transfers', 17), ('Time', 'Friday', 62), ('Location', 'Tokyo', 121)]","[[('Source-1', 'Japan'), ('Action-1', 'signed a pact on defense equipment transfers')], [('Action-1', 'signed a pact on defense equipment transfers'), ('Target-1', 'France')]]",True,1-Verbal Cooperation,1-5 Engage in Dip Coop,,,,,False,[],[],,,,,,True,"[('Source-1', 'Japan', 0), ('Target-1', 'France', 10), ('Action-1', 'signed a pact', 17), ('Time', 'Friday', 62), ('Action-2', 'at a meeting', 69), ('Location', 'Tokyo', 121)]","[[('Source-1', 'Japan'), ('Action-1', 'signed a pact')], [('Action-1', 'signed a pact'), ('Target-1', 'France')], [('Source-1', 'Japan'), ('Action-2', 'at a meeting')], [('Action-2', 'at a meeting'), ('Target-1', 'France')]]",True,1-Verbal Cooperation,1-5 Engage in Dip Coop,1-Verbal Cooperation,1-4 Consult,,,,
a1orQqVNHb0DNZOiDq0KC4F079Cq-cameo_100.csv_13,No. 54 sentences Greeks went to the polls on Sunday in the first general election since the start of the country's debt crisis.,No. 54 ,Greeks went to the polls on Sunday in the first general election since the start of the country's debt crisis.,True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,"[('Source-1', 'Greeks', 0), ('Action-1', 'went to the polls', 7), ('Time', 'Sunday', 28)]","[[('Source-1', 'Greeks'), ('Action-1', 'went to the polls')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,,,,,,
aqSUXam4xpCoWU8uTG7of.yDHMiG-cameo_100.csv_14,"No. 25 sentences Dedication ceremonies for the Santa Clarita Valley Veterans Memorial--a 25-foot-long, 12-foot-high wall inscribed with veterans' names and patterned after the Vietnam War Memorial in Washington--will be held at 2 p.m.",No. 25 ,"Dedication ceremonies for the Santa Clarita Valley Veterans Memorial--a 25-foot-long, 12-foot-high wall inscribed with veterans' names and patterned after the Vietnam War Memorial in Washington--will be held at 2 p.m.",True,[],[],True,,,,,,,True,[],[],False,,,,,,,True,"[('Action-1', 'Dedication ceremonies', 0), ('Target-1', 'Santa Clarita Valley Veterans Memorial', 30), ('Location', 'Santa Clarita Valley', 30), ('Time', '2 p.m.', 211)]","[[('Action-1', 'Dedication ceremonies'), ('Target-1', 'Santa Clarita Valley Veterans Memorial')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],,,,,,True,"[('Action-1', 'Dedication ceremonies', 0), ('Source-1', 'Santa Clarita Valley Veterans Memorial', 30), ('Time', '2 p.m', 211)]","[[('Source-1', 'Santa Clarita Valley Veterans Memorial'), ('Action-1', 'Dedication ceremonies')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
aiRxJ8eDlObp5C8cyvAf666xGJaC-cameo_100.csv_11,"No. 92 sentences PESHAWAR: A US drone killed three suspected militants in an attack on a compound in the Kurram Agency on Friday, officials said, in the first strike since President Donald Trump vowed to crack down on the country.",No. 92 ,"PESHAWAR: A US drone killed three suspected militants in an attack on a compound in the Kurram Agency on Friday, officials said, in the first strike since President Donald Trump vowed to crack down on the country.",True,[],[],True,,,,,,,True,"[('Location', 'PESHAWAR', 0), ('Source-1', 'US drone', 12), ('Action-1', 'killed', 21), ('Target-1', 'suspected militants', 34), ('Action-1', 'attack on a compound', 60), ('Location', 'Kurram Agency', 88), ('Time', 'Friday', 105), ('Action-1', 'strike', 142), ('Source-2', 'President Donald Trump', 155), ('Action-2', 'vowed to crack down', 178), ('Location', 'country', 205)]","[[('Source-1', 'US drone'), ('Action-1', 'killed')], [('Source-1', 'US drone'), ('Action-1', 'strike')], [('Action-1', 'killed'), ('Target-1', 'suspected militants')], [('Source-2', 'President Donald Trump'), ('Action-2', 'vowed to crack down')]]",True,4-Material Conflict,4-19 Fight,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Location', 'PESHAWAR', 0), ('Source-1', 'US drone', 12), ('Action-1', 'killed', 21), ('Target-1', 'suspected militants', 34), ('Action-1', 'attack', 60), ('Location', 'Kurram Agency', 88), ('Time', 'Friday', 105), ('Source-2', 'officials', 113), ('Action-2', 'said', 123), ('Action-1', 'strike', 142), ('Action-1', 'vowed to crack down', 178)]","[[('Source-1', 'US drone'), ('Action-1', 'killed')], [('Source-1', 'US drone'), ('Action-1', 'attack')], [('Source-1', 'US drone'), ('Action-1', 'strike')], [('Action-1', 'killed'), ('Target-1', 'suspected militants')], [('Action-1', 'attack'), ('Target-1', 'suspected militants')], [('Action-1', 'strike'), ('Target-1', 'suspected militants')]]",True,4-Material Conflict,4-19 Fight,0-Make a Statement,0-1 Make Public Statement,,,False,[],[],,,,,,True,"[('Source-1', 'US drone', 12), ('Action-1', 'killed', 21), ('Target-1', 'suspected militants', 34), ('Action-1', 'attack', 60), ('Location', 'compound in the Kurram Agency', 72), ('Target-1', 'compound in the Kurram Agency', 72), ('Time', 'Friday', 105), ('Source-2', 'officials', 113), ('Action-2', 'said', 123), ('Source-3', 'President Donald Trump', 155), ('Action-3', 'vowed', 178)]","[[('Source-1', 'US drone'), ('Action-1', 'killed')], [('Source-1', 'US drone'), ('Action-1', 'attack')], [('Action-1', 'killed'), ('Target-1', 'suspected militants')], [('Action-1', 'attack'), ('Target-1', 'compound in the Kurram Agency')], [('Source-2', 'officials'), ('Action-2', 'said')], [('Source-3', 'President Donald Trump'), ('Action-3', 'vowed')]]",True,4-Material Conflict,4-19 Fight,0-Make a Statement,0-1 Make Public Statement,0-Make a Statement,0-1 Make Public Statement,,
aW.lnjBFti919Cqr7jpFQtn9pmFa-cameo_100.csv_7,No. 68 sentences It's not clear what exact words David Cameron used in private conversation but many Muslim women have taken to Twitter to tell him that they are not quite the timid creatures he is reported to have portrayed them as.,No. 68 ,It's not clear what exact words David Cameron used in private conversation but many Muslim women have taken to Twitter to tell him that they are not quite the timid creatures he is reported to have portrayed them as.,True,[],[],True,,,,,,,True,[],[],False,,,,,,,True,"[('Target-1', 'David Cameron', 32), ('Source-1', 'Muslim women', 84), ('Action-1', 'have taken to Twitter to tell him that they are not quite the timid creatures he is reported to have portrayed them as', 97)]","[[('Source-1', 'Muslim women'), ('Action-1', 'have taken to Twitter to tell him that they are not quite the timid creatures he is reported to have portrayed them as')], [('Action-1', 'have taken to Twitter to tell him that they are not quite the timid creatures he is reported to have portrayed them as'), ('Target-1', 'David Cameron')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,False,[],[],,,,,,True,"[('Source-1', 'David Cameron', 32), ('Target-2', 'David Cameron', 32), ('Target-1', 'Muslim women', 84), ('Source-2', 'Muslim women', 84), ('Action-2', 'taken to Twitter to tell him', 102), ('Action-1', 'have portrayed', 193)]","[[('Source-1', 'David Cameron'), ('Action-1', 'have portrayed')], [('Source-2', 'Muslim women'), ('Action-2', 'taken to Twitter to tell him')], [('Action-2', 'taken to Twitter to tell him'), ('Source-1', 'David Cameron')], [('Action-1', 'have portrayed'), ('Source-2', 'Muslim women')]]",True,3-Verbal Conflict,3-11 Disapprove,3-Verbal Conflict,3-11 Disapprove,,,,
aPH7sKxlImrk2R6R1dBL9wIqpW0e-cameo_100.csv_6,"No. 46 sentences TAIPEI: Taiwan prosecutors said a man from China, reportedly a recent graduate from one of the island's top universities, was detained on Friday on suspicion of espionage, as officials warn of growing China spy threats.",No. 46 ,"TAIPEI: Taiwan prosecutors said a man from China, reportedly a recent graduate from one of the island's top universities, was detained on Friday on suspicion of espionage, as officials warn of growing China spy threats.",True,[],[],True,,,,,,,True,[],[],False,,,,,,,True,"[('Location', 'TAIPEI', 0), ('Source-1', 'Taiwan prosecutors', 8), ('Action-1', 'said', 27), ('Target-1', 'man from China', 34), ('Action-2', 'detained', 126), ('Time', 'Friday', 138), ('Action-2', 'suspicion of espionage', 148), ('Source-2', 'officials', 175), ('Action-3', 'warn of growing China spy threats', 185)]","[[('Source-1', 'Taiwan prosecutors'), ('Action-1', 'said')], [('Source-2', 'officials'), ('Action-3', 'warn of growing China spy threats')], [('Action-2', 'detained'), ('Target-1', 'man from China')], [('Action-2', 'suspicion of espionage'), ('Target-1', 'man from China')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-17 Coerce,3-Verbal Conflict,3-11 Disapprove,False,[],[],,,,,,True,"[('Location', 'TAIPEI', 0), ('Source-1', 'Taiwan prosecutors', 8), ('Action-1', 'said', 27), ('Target-2', 'man from China', 34), ('Action-2', 'was detained', 122), ('Time', 'Friday', 138), ('Source-3', 'officials', 175), ('Action-3', 'warn', 185)]","[[('Source-1', 'Taiwan prosecutors'), ('Action-1', 'said')], [('Action-2', 'was detained'), ('Target-2', 'man from China')], [('Source-3', 'officials'), ('Action-3', 'warn')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-17 Coerce,0-Make a Statement,0-1 Make Public Statement,,
azP0jHxKVLoHjWWsw92DTiKL8iIu-cameo_100.csv_12,No. 60 sentences Tough new lockdown restrictions on social gatherings across England are to be announced on Wednesday as British Prime Minister Boris Johnson tries to control a resurgence of coronavirus infections.,No. 60 ,Tough new lockdown restrictions on social gatherings across England are to be announced on Wednesday as British Prime Minister Boris Johnson tries to control a resurgence of coronavirus infections.,True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
a_Mwc5t5OYRulAC3eFPwPv29Y.c0-cameo_100.csv_10,"No. 55 sentences City Councilman Miguel A. Pulido lashed out at a political opponent Tuesday, accusing her campaign of hiring a detective to investigate whether he lives in the city and qualifies as a resident.",No. 55 ,"City Councilman Miguel A. Pulido lashed out at a political opponent Tuesday, accusing her campaign of hiring a detective to investigate whether he lives in the city and qualifies as a resident.",True,[],[],True,,,,,,,True,"[('Source-1', 'City Councilman', 0), ('Action-1', 'lashed out', 33), ('Target-1', 'political opponent', 49), ('Time', 'Tuesday', 68), ('Action-1', 'accusing', 77), ('Target-1', 'campaign', 90)]","[[('Source-1', 'City Councilman'), ('Action-1', 'lashed out')], [('Action-1', 'lashed out'), ('Target-1', 'political opponent')], [('Target-1', 'political opponent'), ('Action-1', 'accusing')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,True,"[('Source-1', 'City Councilman Miguel A. Pulido', 0), ('Action-1', 'lashed out', 33), ('Target-1', 'political opponent', 49), ('Time', 'Tuesday', 68), ('Action-1', 'accusing', 77), ('Target-1', 'her campaign', 86)]","[[('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'lashed out')], [('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'accusing')], [('Action-1', 'lashed out'), ('Target-1', 'political opponent')], [('Action-1', 'lashed out'), ('Target-1', 'her campaign')], [('Action-1', 'accusing'), ('Target-1', 'her campaign')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,False,[],[],,,,,,True,"[('Source-1', 'City Councilman Miguel A. Pulido', 0), ('Action-1', 'lashed out', 33), ('Target-1', 'political opponent', 49), ('Time', 'Tuesday', 68), ('Action-1', 'accusing', 77), ('Target-2', 'campaign', 90), ('Source-2', 'campaign', 90), ('Target-1', 'campaign', 90), ('Action-2', 'hiring', 102), ('Target-2', 'detective', 111), ('Source-3', 'detective', 111), ('Action-3', 'investigate', 124)]","[[('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'lashed out')], [('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'accusing')], [('Action-1', 'lashed out'), ('Target-1', 'political opponent')], [('Source-2', 'campaign'), ('Action-2', 'hiring')], [('Action-2', 'hiring'), ('Target-2', 'detective')], [('Source-3', 'detective'), ('Action-3', 'investigate')], [('Action-1', 'accusing'), ('Source-2', 'campaign')]]",True,3-Verbal Conflict,3-11 Disapprove,2-Material Cooperation,2-6 Engage in Material Coop,3-Verbal Conflict,3-9 Investigate,,
aWhw3WNofd__yRGEO89C9JlOhOf4-cameo_100.csv_9,No. 82 sentences The UN General Assembly is set to vote on a resolution calling on the US to lift its decades-long trade embargo against Cuba.,No. 82 ,The UN General Assembly is set to vote on a resolution calling on the US to lift its decades-long trade embargo against Cuba.,True,[],[],True,,,,,,,True,"[('Source-1', 'UN General Assembly', 4), ('Action-1', 'set to vote', 27), ('Action-1', 'resolution', 44), ('Target-1', 'US', 70), ('Action-1', 'lift its decades-long trade embargo against Cuba', 76)]","[[('Source-1', 'UN General Assembly'), ('Action-1', 'set to vote')], [('Source-1', 'UN General Assembly'), ('Action-1', 'resolution')], [('Target-1', 'US'), ('Action-1', 'lift its decades-long trade embargo against Cuba')]]",True,3-Verbal Conflict,3-10 Demand,,,,,True,"[('Source-1', 'UN General Assembly', 4), ('Action-1', 'set to vote on a resolution calling on', 27), ('Target-1', 'US', 70)]","[[('Source-1', 'UN General Assembly'), ('Action-1', 'set to vote on a resolution calling on')], [('Action-1', 'set to vote on a resolution calling on'), ('Target-1', 'US')]]",True,3-Verbal Conflict,3-10 Demand,,,,,False,[],[],,,,,,True,"[('Source-1', 'UN General Assembly', 4), ('Action-1', 'set to vote', 27), ('Action-2', 'calling on', 55), ('Target-2', 'US', 70), ('Source-3', 'US', 70), ('Action-3', 'embargo', 104), ('Target-3', 'Cuba', 120)]","[[('Source-1', 'UN General Assembly'), ('Action-1', 'set to vote')], [('Action-2', 'calling on'), ('Target-2', 'US')], [('Source-3', 'US'), ('Action-3', 'embargo')], [('Action-3', 'embargo'), ('Target-3', 'Cuba')], [('Source-1', 'UN General Assembly'), ('Action-2', 'calling on')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,3-Verbal Conflict,3-10 Demand,3-Verbal Conflict,3-16 Reduce Relations,,
apEU3AZiwduYWOBKXeqoKqRQ86xi-cameo_100.csv_8,"No. 35 sentences  As with most prominent statesmen, the figure of former Israeli President Shimon Peres has not been exempt from criticism and controversy, especially by those who saw him as one of the main stalwarts of Israel's contentious securit",No. 35 ," As with most prominent statesmen, the figure of former Israeli President Shimon Peres has not been exempt from criticism and controversy, especially by those who saw him as one of the main stalwarts of Israel's contentious securit",True,[],[],True,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,False,[],[],,,,,,True,[],[],False,,,,,,,,
