ids,plain_text,No,sentences,anncomplete_1,entities_1,relations_1,1_Relevant_1,Action1-PentaClass_1,Action1_CAMEO_1,Action2-PentaClass_1,Action2_CAMEO_1,Action3-PentaClass_1,Action3_CAMEO_1,anncomplete_2,entities_2,relations_2,anncomplete_3,entities_3,relations_3,1_Relevant_3,Action1-PentaClass_3,Action1_CAMEO_3,Action2-PentaClass_3,Action2_CAMEO_3,Action3_CAMEO_3,Action3-PentaClass_3,anncomplete_4,entities_4,relations_4,1_Relevant_4,Action1-PentaClass_4,Action1_CAMEO_4,Action2-PentaClass_4,Action2_CAMEO_4,Action3-PentaClass_4,Action3_CAMEO_4,anncomplete_5,entities_5,relations_5,1_Relevant_5,Action1-PentaClass_5,Action1_CAMEO_5,Action2-PentaClass_5,Action2_CAMEO_5,Action3-PentaClass_5,Action3_CAMEO_5,Action4-PentaClass_5,Action4_CAMEO_5
a81vbsZ6ecQCr2XTupwHCrifTBS8-cameo_100.csv_28,"No. 16 sentences MINGORA, Pakistan (Reuters) - A suicide bomber killed five people and wounded 40 in an attack on a security forces' convoy in Pakistan's Swat valley on Thursday, officials and witnesses said.",No. 16 ,"MINGORA, Pakistan (Reuters) - A suicide bomber killed five people and wounded 40 in an attack on a security forces' convoy in Pakistan's Swat valley on Thursday, officials and witnesses said.",True,"[('Location', 'MINGORA, Pakistan', 0), ('Source-1', 'suicide bomber', 32), ('Action-1', 'killed', 47), ('Target-1', 'people', 59), ('Action-2', 'wounded', 70), ('Action-3', 'attack', 87), ('Target-2', ""security forces' convoy"", 99)]","[[('Source-1', 'suicide bomber'), ('Action-1', 'killed')], [('Action-1', 'killed'), ('Target-1', 'people')], [('Action-3', 'attack'), ('Source-1', 'suicide bomber')], [('Action-2', 'wounded'), ('Target-1', 'people')]]",True,4-Material Conflict,4-18 Assualt,4-Material Conflict,4-18 Assualt,4-Material Conflict,4-18 Assualt,False,[],[],True,"[('Location', 'MINGORA, Pakistan', 0), ('Source-1', 'suicide bomber', 32), ('Action-1', 'killed', 47), ('Target-1', 'people', 59), ('Action-1', 'wounded', 70), ('Target-1', '40', 78), ('Action-1', 'attack', 87), ('Target-1', ""security forces' convoy"", 99), ('Location', ""Pakistan's Swat valley"", 126), ('Time', 'Thursday', 152), ('Source-2', 'officials', 162), ('Source-2', 'witnesses', 176), ('Action-2', 'said', 186)]","[[('Source-1', 'suicide bomber'), ('Action-1', 'killed')], [('Source-1', 'suicide bomber'), ('Action-1', 'wounded')], [('Source-1', 'suicide bomber'), ('Action-1', 'attack')], [('Action-1', 'killed'), ('Target-1', 'people')], [('Action-1', 'wounded'), ('Target-1', '40')], [('Action-1', 'attack'), ('Target-1', ""security forces' convoy"")], [('Source-2', 'officials'), ('Action-2', 'said')], [('Source-2', 'witnesses'), ('Action-2', 'said')]]",True,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Location', 'MINGORA, Pakistan', 0), ('Source-1', 'A suicide bomber', 30), ('Action-1', 'killed', 47), ('Target-1', 'five people', 54), ('Action-1', 'wounded', 70), ('Target-1', '40', 78), ('Action-1', 'attack', 87), ('Target-1', ""security forces' convoy"", 99), ('Location', ""Pakistan's Swat valley"", 126), ('Time', 'Thursday', 152), ('Source-2', 'officials and witnesses', 162), ('Action-2', 'said', 186)]","[[('Source-1', 'A suicide bomber'), ('Action-1', 'killed')], [('Source-1', 'A suicide bomber'), ('Action-1', 'wounded')], [('Source-1', 'A suicide bomber'), ('Action-1', 'attack')], [('Action-1', 'killed'), ('Target-1', 'five people')], [('Action-1', 'wounded'), ('Target-1', '40')], [('Action-1', 'attack'), ('Target-1', ""security forces' convoy"")], [('Source-2', 'officials and witnesses'), ('Action-2', 'said')]]",True,4-Material Conflict,4-19 Fight,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Source-1', 'suicide bomber', 32), ('Action-1', 'killed', 47), ('Target-1', 'people', 59), ('Action-1', 'wounded', 70), ('Action-1', 'attack', 87), ('Target-1', ""security forces' convoy"", 99), ('Location', ""Pakistan's Swat valley"", 126), ('Time', 'Thursday', 152), ('Source-2', 'officials', 162), ('Source-2', 'witnesses', 176), ('Action-2', 'said', 186)]","[[('Source-1', 'suicide bomber'), ('Action-1', 'killed')], [('Source-1', 'suicide bomber'), ('Action-1', 'wounded')], [('Source-1', 'suicide bomber'), ('Action-1', 'attack')], [('Action-1', 'killed'), ('Target-1', 'people')], [('Action-1', 'wounded'), ('Target-1', 'people')], [('Action-1', 'attack'), ('Target-1', ""security forces' convoy"")], [('Source-2', 'officials'), ('Action-2', 'said')], [('Source-2', 'witnesses'), ('Action-2', 'said')]]",True,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,,,,
a_EZ.k3TuBIqqVMU8U0tv1JI1TU4-cameo_100.csv_31,"No. 66 sentences ""We have no confirmation that missiles reached our exclusive economic zone. At this moment, we can say that there is no direct threat to our country,"" Kyodo quoted a source in the government as saying.",No. 66 ,"""We have no confirmation that missiles reached our exclusive economic zone. At this moment, we can say that there is no direct threat to our country,"" Kyodo quoted a source in the government as saying.",True,"[('Source-1', 'source in the government', 166), ('Action-1', 'saying', 194)]",[],True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],True,"[('Source-1', 'government', 180), ('Action-1', 'saying', 194)]","[[('Source-1', 'government'), ('Action-1', 'saying')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'Kyodo', 151), ('Action-1', 'quoted', 157), ('Target-1', 'source in the government', 166)]","[[('Source-1', 'Kyodo'), ('Action-1', 'quoted')], [('Action-1', 'quoted'), ('Target-1', 'source in the government')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'Kyodo', 151), ('Action-1', 'quoted', 157), ('Source-2', 'source in the government', 166), ('Target-1', 'source in the government', 166), ('Action-2', 'saying', 194)]","[[('Source-1', 'Kyodo'), ('Action-1', 'quoted')], [('Source-2', 'source in the government'), ('Action-2', 'saying')], [('Action-1', 'quoted'), ('Source-2', 'source in the government')]]",True,0-Make a Statement,0-1 Make Public Statement,0-Make a Statement,0-1 Make Public Statement,,,,
aqMgOr50HcVkWQTrD3qajkb.UymS-cameo_100.csv_32,"No. 53 sentences U.S. President Donald Trump delivers remarks to U.S. troops in an unannounced visit to Bagram Air Base, Afghanistan, November 28, 2019.",No. 53 ,"U.S. President Donald Trump delivers remarks to U.S. troops in an unannounced visit to Bagram Air Base, Afghanistan, November 28, 2019.",True,"[('Source-1', 'U.S. President Donald Trump', 0), ('Action-1', 'delivers remarks', 28), ('Target-1', 'U.S. troops', 48), ('Action-1', 'unannounced visit', 66), ('Location', 'Bagram Air Base, Afghanistan', 87), ('Time', 'November 28, 2019', 117)]","[[('Source-1', 'U.S. President Donald Trump'), ('Action-1', 'delivers remarks')], [('Action-1', 'unannounced visit'), ('Source-1', 'U.S. President Donald Trump')], [('Target-1', 'U.S. troops'), ('Action-1', 'delivers remarks')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],True,"[('Source-1', 'U.S. President Donald Trump', 0), ('Action-1', 'delivers remarks', 28), ('Target-1', 'U.S. troops', 48), ('Action-2', 'unannounced visit to Bagram Air Base', 66), ('Location', 'Afghanistan', 104), ('Time', 'November 28, 2019', 117)]","[[('Source-1', 'U.S. President Donald Trump'), ('Action-1', 'delivers remarks')], [('Action-1', 'delivers remarks'), ('Target-1', 'U.S. troops')], [('Source-1', 'U.S. President Donald Trump'), ('Action-2', 'unannounced visit to Bagram Air Base')]]",True,0-Make a Statement,0-1 Make Public Statement,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Source-1', 'U.S. President Donald Trump', 0), ('Action-1', 'delivers remarks', 28), ('Target-1', 'U.S. troops', 48), ('Location', 'Bagram Air Base, Afghanistan', 87), ('Time', 'November 28, 2019', 117)]","[[('Source-1', 'U.S. President Donald Trump'), ('Action-1', 'delivers remarks')], [('Action-1', 'delivers remarks'), ('Target-1', 'U.S. troops')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'U.S. President Donald Trump', 0), ('Action-1', 'delivers remarks', 28), ('Target-1', 'U.S. troops', 48), ('Location', 'Bagram Air Base, Afghanistan', 87), ('Time', 'November 28, 2019', 117)]","[[('Source-1', 'U.S. President Donald Trump'), ('Action-1', 'delivers remarks')], [('Action-1', 'delivers remarks'), ('Target-1', 'U.S. troops')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
ak3i6muEqGdgXrPrtLl5v0Xq2nJq-cameo_100.csv_30,"No. 9 sentences BAGHDAD, April 9 (Xinhua) -- At least two security forces members were killed and seven others injured Monday in a clash with four suicide bombers from the extremist Islamic State (IS) group in the western Iraqi province of Anbar, a local security source s",No. 9 ,"BAGHDAD, April 9 (Xinhua) -- At least two security forces members were killed and seven others injured Monday in a clash with four suicide bombers from the extremist Islamic State (IS) group in the western Iraqi province of Anbar, a local security source s",True,"[('Time', 'April 9', 9), ('Target-1', 'security forces', 42), ('Action-1', 'killed', 71), ('Action-2', 'injured', 95), ('Source-1', 'suicide bombers', 131), ('Location', 'western Iraqi province of Anbar', 198)]","[[('Source-1', 'suicide bombers'), ('Action-1', 'killed')], [('Target-1', 'security forces'), ('Action-1', 'killed')], [('Source-1', 'suicide bombers'), ('Action-2', 'injured')], [('Target-1', 'security forces'), ('Action-2', 'injured')]]",True,4-Material Conflict,4-18 Assualt,,,,,False,[],[],True,"[('Location', 'BAGHDAD', 0), ('Time', 'April 9', 9), ('Target-1', 'security forces members', 42), ('Action-1', 'killed', 71), ('Target-1', 'others', 88), ('Action-1', 'injured', 95), ('Time', 'Monday', 103), ('Action-1', 'clash', 115), ('Source-1', 'suicide bombers from the extremist Islamic State (IS) group', 131), ('Location', 'western Iraqi province of Anbar', 198)]","[[('Source-1', 'suicide bombers from the extremist Islamic State (IS) group'), ('Action-1', 'clash')], [('Source-1', 'suicide bombers from the extremist Islamic State (IS) group'), ('Action-1', 'injured')], [('Source-1', 'suicide bombers from the extremist Islamic State (IS) group'), ('Action-1', 'killed')], [('Action-1', 'killed'), ('Target-1', 'security forces members')], [('Action-1', 'injured'), ('Target-1', 'others')], [('Action-1', 'clash'), ('Target-1', 'security forces members')], [('Action-1', 'clash'), ('Target-1', 'others')]]",True,4-Material Conflict,4-18 Assualt,,,,,True,"[('Location', 'BAGHDAD', 0), ('Time', 'April 9', 9), ('Target-1', 'two security forces members', 38), ('Action-1', 'killed', 71), ('Target-1', 'seven others', 82), ('Action-1', 'injured', 95), ('Time', 'Monday', 103), ('Source-1', 'four suicide bombers from the extremist Islamic State (IS) group', 126), ('Location', 'western Iraqi province of Anbar', 198)]","[[('Source-1', 'four suicide bombers from the extremist Islamic State (IS) group'), ('Action-1', 'killed')], [('Source-1', 'four suicide bombers from the extremist Islamic State (IS) group'), ('Action-1', 'injured')], [('Action-1', 'killed'), ('Target-1', 'two security forces members')], [('Action-1', 'injured'), ('Target-1', 'seven others')]]",True,4-Material Conflict,4-19 Fight,,,,,True,"[('Target-1', 'security forces members', 42), ('Action-1', 'killed', 71), ('Target-1', 'others', 88), ('Action-1', 'injured', 95), ('Time', 'Monday', 103), ('Source-1', 'suicide bombers from the extremist Islamic State (IS) group', 131), ('Location', 'western Iraqi province of Anbar', 198)]","[[('Source-1', 'suicide bombers from the extremist Islamic State (IS) group'), ('Action-1', 'injured')], [('Source-1', 'suicide bombers from the extremist Islamic State (IS) group'), ('Action-1', 'killed')], [('Action-1', 'killed'), ('Target-1', 'security forces members')], [('Action-1', 'injured'), ('Target-1', 'others')]]",True,4-Material Conflict,4-18 Assualt,,,,,,
azP0jHxKVLoHjWWsw92DTiKL8iIu-cameo_100.csv_29,No. 60 sentences Tough new lockdown restrictions on social gatherings across England are to be announced on Wednesday as British Prime Minister Boris Johnson tries to control a resurgence of coronavirus infections.,No. 60 ,Tough new lockdown restrictions on social gatherings across England are to be announced on Wednesday as British Prime Minister Boris Johnson tries to control a resurgence of coronavirus infections.,True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aGnJ23ujegnQYuXYDoiRPPVKLJsO-cameo_100.csv_25,"No. 30 sentences TOWER, Minn. (AP) -- Two former officials in the northern Minnesota city of Tower are charged with criminal misconduct for allegedly trying to oust a newspaper publisher from a city agency.",No. 30 ,"TOWER, Minn. (AP) -- Two former officials in the northern Minnesota city of Tower are charged with criminal misconduct for allegedly trying to oust a newspaper publisher from a city agency.",True,"[('Source-1', 'former officials', 25), ('Location', 'northern Minnesota city of Tower', 49), ('Action-1', 'charged', 86), ('Action-1', 'criminal misconduct for allegedly trying to oust a newspaper publisher from a city agency', 99)]","[[('Source-1', 'former officials'), ('Action-1', 'charged')], [('Action-1', 'criminal misconduct for allegedly trying to oust a newspaper publisher from a city agency'), ('Source-1', 'former officials')]]",True,4-Material Conflict,3-11 Disapprove,,,,,False,[],[],True,"[('Location', 'TOWER, Minn.', 0), ('Target-1', 'former officials', 25), ('Location', 'northern Minnesota city of Tower', 49), ('Action-1', 'charged with criminal misconduct', 86), ('Action-2', 'allegedly trying to oust', 123), ('Target-2', 'newspaper publisher', 150)]","[[('Action-1', 'charged with criminal misconduct'), ('Target-1', 'former officials')], [('Action-2', 'allegedly trying to oust'), ('Target-2', 'newspaper publisher')], [('Target-1', 'former officials'), ('Action-2', 'allegedly trying to oust')]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-17 Coerce,,,True,"[('Location', 'TOWER, Minn.', 0), ('Target-1', 'Two former officials', 21), ('Source-2', 'Two former officials', 21), ('Action-1', 'charged with criminal misconduct', 86), ('Action-2', 'trying to oust', 133), ('Target-2', 'newspaper publisher from a city agency', 150)]","[[('Action-1', 'charged with criminal misconduct'), ('Target-1', 'Two former officials')], [('Source-2', 'Two former officials'), ('Action-2', 'trying to oust')], [('Action-2', 'trying to oust'), ('Target-2', 'newspaper publisher from a city agency')]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-15 Exhibit Force Posture,,,True,"[('Target-1', 'former officials', 25), ('Source-2', 'former officials', 25), ('Location', 'northern Minnesota city of Tower', 49), ('Action-1', 'are charged', 82), ('Action-2', 'trying to oust', 133), ('Target-2', 'newspaper publisher', 150)]","[[('Source-2', 'former officials'), ('Action-2', 'trying to oust')], [('Action-2', 'trying to oust'), ('Target-2', 'newspaper publisher')], [('Source-2', 'former officials'), ('Action-1', 'are charged')]]",True,4-Material Conflict,4-17 Coerce,3-Verbal Conflict,3-13 Threaten,,,,
anZouS_A7ubdO9kFslHtDoHkfLkO-cameo_100.csv_27,"No. 57 sentences MOSCOW, Sept. 24 -- President Vladimir V. Putin tonight offered the United States broad support for antiterrorist operations in Afghanistan, including access to its airspace for humanitarian missions, direct participation in some search-and-rescue operation",No. 57 ,"MOSCOW, Sept. 24 -- President Vladimir V. Putin tonight offered the United States broad support for antiterrorist operations in Afghanistan, including access to its airspace for humanitarian missions, direct participation in some search-and-rescue operation",True,"[('Location', 'MOSCOW', 0), ('Time', 'Sept. 24', 8), ('Source-1', 'President Vladimir V. Putin', 20), ('Action-1', 'offered', 56), ('Target-1', 'United States', 68)]","[[('Action-1', 'offered'), ('Source-1', 'President Vladimir V. Putin')], [('Target-1', 'United States'), ('Action-1', 'offered')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,,,,,False,[],[],True,"[('Location', 'MOSCOW', 0), ('Time', 'Sept. 24', 8), ('Source-1', 'President Vladimir V. Putin', 20), ('Time', 'tonight', 48), ('Action-1', 'offered', 56), ('Target-1', 'United States', 68), ('Action-1', 'broad support for antiterrorist operations in Afghanistan', 82), ('Action-1', 'access to its airspace for humanitarian missions', 151), ('Action-1', 'direct participation in some search-and-rescue operation', 201)]","[[('Source-1', 'President Vladimir V. Putin'), ('Action-1', 'offered')], [('Source-1', 'President Vladimir V. Putin'), ('Action-1', 'broad support for antiterrorist operations in Afghanistan')], [('Source-1', 'President Vladimir V. Putin'), ('Action-1', 'access to its airspace for humanitarian missions')], [('Source-1', 'President Vladimir V. Putin'), ('Action-1', 'direct participation in some search-and-rescue operation')], [('Action-1', 'offered'), ('Target-1', 'United States')], [('Action-1', 'broad support for antiterrorist operations in Afghanistan'), ('Target-1', 'United States')], [('Action-1', 'access to its airspace for humanitarian missions'), ('Target-1', 'United States')], [('Action-1', 'direct participation in some search-and-rescue operation'), ('Target-1', 'United States')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,,,,,True,"[('Location', 'MOSCOW', 0), ('Time', 'Sept. 24', 8), ('Source-1', 'President Vladimir V. Putin', 20), ('Action-1', 'offered the United States', 56), ('Target-1', 'broad support for antiterrorist operations in Afghanistan', 82)]","[[('Source-1', 'President Vladimir V. Putin'), ('Action-1', 'offered the United States')], [('Action-1', 'offered the United States'), ('Target-1', 'broad support for antiterrorist operations in Afghanistan')]]",True,1-Verbal Cooperation,2-6 Engage in Material Coop,,,,,True,"[('Source-1', 'President Vladimir V. Putin', 20), ('Time', 'tonight', 48), ('Action-1', 'offered', 56), ('Target-1', 'United States', 68)]","[[('Source-1', 'President Vladimir V. Putin'), ('Action-1', 'offered')], [('Action-1', 'offered'), ('Target-1', 'United States')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,,,,,,
a6RYM4HXQ_oVRHF2JHzZgX2LSpOC-cameo_100.csv_20,"No. 27 sentences President Trump offered on day 29 of a partial government shutdown what he described as a proposal to end the impasse, but it was one that House Speaker Nancy Pelosi had already rejected before his announcement.",No. 27 ,"President Trump offered on day 29 of a partial government shutdown what he described as a proposal to end the impasse, but it was one that House Speaker Nancy Pelosi had already rejected before his announcement.",True,"[('Source-1', 'President Trump', 0), ('Action-1', 'offered', 16), ('Source-2', 'House Speaker Nancy Pelosi', 139), ('Action-2', 'already rejected', 170)]",[],True,1-Verbal Cooperation,1-3 Express Intent to Coop,3-Verbal Conflict,3-12 Reject,,,False,[],[],True,"[('Source-1', 'President Trump', 0), ('Action-1', 'offered', 16), ('Time', 'day 29', 27), ('Target-1', 'partial government shutdown', 39), ('Action-1', 'proposal to end', 90), ('Target-2', 'proposal to end', 90), ('Source-2', 'House Speaker Nancy Pelosi', 139), ('Action-2', 'rejected', 178)]","[[('Source-1', 'President Trump'), ('Action-1', 'offered')], [('Source-1', 'President Trump'), ('Action-1', 'proposal to end')], [('Action-1', 'proposal to end'), ('Target-1', 'partial government shutdown')], [('Source-2', 'House Speaker Nancy Pelosi'), ('Action-2', 'rejected')], [('Action-2', 'rejected'), ('Target-2', 'proposal to end')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,3-Verbal Conflict,3-12 Reject,,,True,"[('Source-1', 'President Trump', 0), ('Action-1', 'offered', 16), ('Target-1', 'proposal to end the impasse', 90), ('Target-2', 'proposal to end the impasse,', 90), ('Source-2', 'House Speaker Nancy Pelosi', 139), ('Action-2', 'rejected', 178)]","[[('Source-1', 'President Trump'), ('Action-1', 'offered')], [('Action-1', 'offered'), ('Target-1', 'proposal to end the impasse')], [('Source-2', 'House Speaker Nancy Pelosi'), ('Action-2', 'rejected')], [('Action-2', 'rejected'), ('Target-2', 'proposal to end the impasse,')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,3-Verbal Conflict,3-12 Reject,,,True,"[('Source-1', 'President Trump', 0), ('Target-2', 'President Trump', 0), ('Action-1', 'offered', 16), ('Target-1', 'House Speaker Nancy Pelosi', 139), ('Source-2', 'House Speaker Nancy Pelosi', 139), ('Action-2', 'had already rejected', 166)]","[[('Source-1', 'President Trump'), ('Action-1', 'offered')], [('Source-2', 'House Speaker Nancy Pelosi'), ('Action-2', 'had already rejected')], [('Action-2', 'had already rejected'), ('Source-1', 'President Trump')], [('Action-1', 'offered'), ('Source-2', 'House Speaker Nancy Pelosi')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,3-Verbal Conflict,3-12 Reject,,,,
acR8A_Grucj2eFDBtwq9JjxZMffu-cameo_100.csv_24,"No. 81 sentences LAHORE: Imran Khan did not talk about rigging for a year but then a section of establishment had conspired and launched him and Dr Tahirul Qadri, said Najam Sethi on Friday.",No. 81 ,"LAHORE: Imran Khan did not talk about rigging for a year but then a section of establishment had conspired and launched him and Dr Tahirul Qadri, said Najam Sethi on Friday.",True,"[('Target-1', 'Imran Khan', 8), ('Action-1', 'did not talk about rigging for a year', 19), ('Source-1', 'section of establishment', 68), ('Action-2', 'conspired and launched', 97), ('Target-1', 'him', 120), ('Target-2', 'Dr Tahirul Qadri', 128)]","[[('Action-1', 'did not talk about rigging for a year'), ('Target-1', 'Imran Khan')], [('Action-2', 'conspired and launched'), ('Target-2', 'Dr Tahirul Qadri')], [('Source-1', 'section of establishment'), ('Action-2', 'conspired and launched')], [('Action-2', 'conspired and launched'), ('Target-1', 'him')], [('Action-2', 'conspired and launched'), ('Target-1', 'Imran Khan')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-14 Protest,,,False,[],[],True,"[('Location', 'LAHORE', 0), ('Target-1', 'Imran Khan', 8), ('Source-1', 'a section of establishment', 66), ('Action-1', 'conspired and launched', 97), ('Target-2', 'Dr Tahirul Qadri', 128), ('Action-2', 'said', 146), ('Source-2', 'Najam Sethi', 151), ('Time', 'Friday', 166)]","[[('Source-1', 'a section of establishment'), ('Action-1', 'conspired and launched')], [('Action-1', 'conspired and launched'), ('Target-1', 'Imran Khan')], [('Source-2', 'Najam Sethi'), ('Action-2', 'said')], [('Action-1', 'conspired and launched'), ('Target-2', 'Dr Tahirul Qadri')]]",True,4-Material Conflict,4-14 Protest,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Location', 'LAHORE', 0), ('Target-1', 'Imran Khan', 8), ('Source-1', 'section of establishment', 68), ('Action-1', 'conspired and launched', 97), ('Target-1', 'him', 120), ('Target-1', 'Dr Tahirul Qadri', 128), ('Action-2', 'said', 146), ('Source-2', 'Najam Sethi', 151), ('Time', 'Friday', 166)]","[[('Source-1', 'section of establishment'), ('Action-1', 'conspired and launched')], [('Action-1', 'conspired and launched'), ('Target-1', 'Imran Khan')], [('Action-1', 'conspired and launched'), ('Target-1', 'him')], [('Action-1', 'conspired and launched'), ('Target-1', 'Dr Tahirul Qadri')], [('Source-2', 'Najam Sethi'), ('Action-2', 'said')]]",True,4-Material Conflict,4-14 Protest,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Location', 'LAHORE', 0), ('Target-1', 'Imran Khan', 8), ('Source-1', 'section of establishment', 68), ('Action-1', 'launched', 111), ('Target-1', 'Dr Tahirul Qadri', 128), ('Action-2', 'said', 146), ('Source-2', 'Najam Sethi', 151), ('Time', 'Friday', 166)]","[[('Source-1', 'section of establishment'), ('Action-1', 'launched')], [('Action-1', 'launched'), ('Target-1', 'Imran Khan')], [('Action-1', 'launched'), ('Target-1', 'Dr Tahirul Qadri')], [('Source-2', 'Najam Sethi'), ('Action-2', 'said')]]",True,3-Verbal Conflict,3-16 Reduce Relations,0-Make a Statement,0-1 Make Public Statement,,,,
arsDU3OA8Ax8qnQL2JTHB1.3KRgS-cameo_100.csv_23,No. 43 sentences PHILADELPHIA - It was supposed to be a day dedicated to working better together.,No. 43 ,PHILADELPHIA - It was supposed to be a day dedicated to working better together.,True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
acKPY4Sp8WiL1g.Zq_37Ert21E3y-cameo_100.csv_18,"No. 5 sentences The Obama administration has begun discussions with the Senate about whether a bill aimed at forcing China to let its currency rise is ""the right approach"" to the long-running currency issue, a top U.S. official said Tuesday.",No. 5 ,"The Obama administration has begun discussions with the Senate about whether a bill aimed at forcing China to let its currency rise is ""the right approach"" to the long-running currency issue, a top U.S. official said Tuesday.",True,"[('Source-1', 'Obama administration', 4), ('Action-1', 'has begun discussions', 25), ('Target-1', 'Senate', 56), ('Action-2', 'bill aimed at forcing', 79), ('Target-2', 'China', 101), ('Source-3', 'top U.S. official', 194), ('Action-3', 'said', 212), ('Time', 'Tuesday', 217)]",[],True,1-Verbal Cooperation,1-4 Consult,3-Verbal Conflict,3-13 Threaten,0-Make a Statement,0-1 Make Public Statement,False,[],[],True,"[('Source-1', 'Obama administration', 4), ('Action-1', 'discussions', 35), ('Target-1', 'Senate', 56), ('Action-2', 'forcing', 93), ('Target-2', 'China', 101), ('Source-2', 'top U.S. official', 194), ('Action-3', 'said', 212), ('Time', 'Tuesday', 217)]","[[('Source-1', 'Obama administration'), ('Action-1', 'discussions')], [('Action-1', 'discussions'), ('Target-1', 'Senate')], [('Action-2', 'forcing'), ('Target-2', 'China')], [('Source-1', 'Obama administration'), ('Action-2', 'forcing')], [('Source-2', 'top U.S. official'), ('Action-3', 'said')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,3-Verbal Conflict,3-10 Demand,0-1 Make Public Statement,0-Make a Statement,True,"[('Source-1', 'Obama administration', 4), ('Action-1', 'begun discussions', 29), ('Target-1', 'Senate', 56), ('Source-2', 'a top U.S. official', 192), ('Action-2', 'said', 212), ('Time', 'Tuesday', 217)]","[[('Source-1', 'Obama administration'), ('Action-1', 'begun discussions')], [('Action-1', 'begun discussions'), ('Target-1', 'Senate')], [('Source-2', 'a top U.S. official'), ('Action-2', 'said')]]",True,1-Verbal Cooperation,1-5 Engage in Dip Coop,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Source-1', 'Obama administration', 4), ('Action-1', 'has begun discussions', 25), ('Target-1', 'Senate', 56), ('Source-2', 'top U.S. official', 194), ('Action-2', 'said', 212), ('Time', 'Tuesday', 217)]","[[('Source-1', 'Obama administration'), ('Action-1', 'has begun discussions')], [('Action-1', 'has begun discussions'), ('Target-1', 'Senate')], [('Source-2', 'top U.S. official'), ('Action-2', 'said')]]",True,1-Verbal Cooperation,1-4 Consult,0-Make a Statement,0-1 Make Public Statement,,,,
apEU3AZiwduYWOBKXeqoKqRQ86xi-cameo_100.csv_21,"No. 35 sentences  As with most prominent statesmen, the figure of former Israeli President Shimon Peres has not been exempt from criticism and controversy, especially by those who saw him as one of the main stalwarts of Israel's contentious securit",No. 35 ," As with most prominent statesmen, the figure of former Israeli President Shimon Peres has not been exempt from criticism and controversy, especially by those who saw him as one of the main stalwarts of Israel's contentious securit",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
